,title,genres,keywords,cast,director,images
1798,New Year's Eve,Comedy Romance,new year's eve illustrator caterer pedicab ticket,Robert De Niro Katherine Heigl Ashton Kutcher Carla Gugino Lea Michele,Garry Marshall,/lLmzNUEiul6TY7fKLL7Xgvjw9n6.jpg
1799,Original Sin,Drama Thriller Mystery Romance,women sex cuba eroticism lover (female),Angelina Jolie Antonio Banderas Gregory Itzin Jack Thompson Allison Mackie,Michael Cristofer,/sw1rILqNLMhR2hkWIOO8PGULoPA.jpg
1800,The Raven,Crime Thriller Mystery,poison blackmail masked ball historical figure buried alive,John Cusack Luke Evans Alice Eve Brendan Gleeson Kevin McNally,James McTeigue,/JXO3RAMyRTtKc1LdarQnB1GCBm.jpg
1801,Welcome to Mooseport,Comedy,,Ray Romano Gene Hackman Marcia Gay Harden Maura Tierney June Squibb,Donald Petrie,/sr1sY7uJ6MbOBtvWR9IfV1fFxyo.jpg
1802,Highlander: The Final Dimension,Action Fantasy Science Fiction,japan new york scotland morocco good and bad,Christopher Lambert Mario Van Peebles Deborah Kara Unger Mako Martin Neufeld,Andrew Morahan,/okiioa6aKpwf8CrxgJ8lXpYHOFA.jpg
1803,Blood and Wine,Crime Drama Thriller,robbery gun fight love murder,Jack Nicholson Stephen Dorff Jennifer Lopez Judy Davis Michael Caine,Bob Rafelson,/muin9cS1kFVodwOCUE3k6YJqO89.jpg
1804,Snow White: A Tale of Terror,Fantasy Horror,jealousy toxication castle step mother fairy-tale figure,Sigourney Weaver Sam Neill Monica Keena Gil Bellows Brian Glover,Michael Cohn,/jrm5WPcYN09Xv9u31XwATd0R7Rv.jpg
1805,The Curse of the Jade Scorpion,Comedy Crime Mystery Romance Thriller,hypnosis independent film,Dan Aykroyd Helen Hunt Woody Allen Charlize Theron David Ogden Stiers,Woody Allen,/vq4vYFV0TWCCovAFLcdZLCo4Qud.jpg
1806,Accidental Love,Romance Comedy,one-night stand romantic comedy accidental love,Jake Gyllenhaal Jessica Biel James Marsden Catherine Keener Paul Reubens,David O. Russell,/hWsZaYccZUWc4yktOEJamjZS4r7.jpg
1807,Flipper,Adventure Family,dolphin florida florida keys summer,Elijah Wood Paul Hogan Jonathan Banks Jason Fuchs Robert Deacon,Alan Shapiro,/zNjxXkNXMxkthgZiMeSbS2ZMroo.jpg
1808,Self/less,Science Fiction Mystery Thriller,lie immortality terminal illness laboratory cancer,Ryan Reynolds Ben Kingsley Natalie Martinez Matthew Goode Michelle Dockery,Tarsem Singh,/kwPNyQuxp2O6aeNKDjt7wv9lre0.jpg
1809,The Constant Gardener,Drama Mystery Thriller,aids diplomat nairobi politician pharmaceutical industry,Ralph Fiennes Rachel Weisz Danny Huston Bill Nighy Donald Sumpter,Fernando Meirelles,/ksT0nX66UpCVBdvXiXW1byaZtjo.jpg
1810,The Passion of the Christ,Drama,christianity jewry roman empire jesus christ suffering,Jim Caviezel Maia Morgenstern Monica Bellucci Rosalinda Celentano Sergio Rubini,Mel Gibson,/pE3dLJJ55Y2eiO5s7wYe9J3qS63.jpg
1811,Mrs. Doubtfire,Comedy Drama Family,san francisco parents kids relationship restaurant nanny mask,Robin Williams Sally Field Pierce Brosnan Harvey Fierstein Polly Holliday,Chris Columbus,/xLjgy6mjefWzNzMKxfwfrKgoVTq.jpg
1812,Rain Man,Drama,individual mentally disabled autism loss of father yuppie,Dustin Hoffman Tom Cruise Valeria Golino Gerald R. Molen Jack Murdock,Barry Levinson,/mrfbeWcjgSaZ9NEb0xJMR9xzSeB.jpg
1813,Gran Torino,Drama,rape war veteran immigration priest gang,Clint Eastwood Christopher Carley Bee Vang Ahney Her Brian Haley,Clint Eastwood,/2t82UwR1OtqBrDkbMMQRiRpTyi8.jpg
1814,W.,Drama History,usa white house usa president george w. bush president,Josh Brolin Elizabeth Banks Ellen Burstyn Ioan Gruffudd Thandie Newton,Oliver Stone,/9Di6BvfSuN0tUBi7PIK4Iz9phxk.jpg
1815,Taken,Action Thriller,paris kidnapping human trafficking rescue prostitution,Liam Neeson Famke Janssen Maggie Grace Katie Cassidy Holly Valance,Pierre Morel,/9iQWsXwjOMGDvTDdvCnpiyR0UG3.jpg
1816,The Best of Me,Drama Romance,high school sweetheart,Michelle Monaghan James Marsden Liana Liberato Luke Bracey Gerald McRaney,Michael Hoffman,/i0pxyY3hEpaHH8PJ1NFPB0yevlA.jpg
1817,The Bodyguard,Thriller Action Drama Music Romance,sister sister relationship anonymous letter diva bodyguard oscar award,Whitney Houston Kevin Costner Michele Lamar Richards Ralph Waite Gary Kemp,Mick Jackson,/rtPod3YfFDKcnmaqb4Q9Lmn9bFe.jpg
1818,Schindler's List,Drama History War,factory concentration camp hero holocaust world war ii,Liam Neeson Ben Kingsley Ralph Fiennes Caroline Goodall Jonathan Sagall,Steven Spielberg,/loRmRzQXZeqG78TqZuyvSlEQfZb.jpg
1819,The Help,Drama,mississippi based on novel exploitation racial segregation racism,Emma Stone Viola Davis Octavia Spencer Bryce Dallas Howard Jessica Chastain,Tate Taylor,/wyvUmyzqGOBDyqLHRSukGDjI7bH.jpg
1820,The Fifth Estate,Drama Thriller,journalist biography internet information leak activist,Benedict Cumberbatch Daniel Br\u00fchl Anthony Mackie David Thewlis Alicia Vikander,Bill Condon,/2g4cXP5ozwmHlETU6BADv01xVGj.jpg
1821,Scooby-Doo 2: Monsters Unleashed,Mystery Fantasy Adventure Comedy,detective monster engine based on tv series dog,Freddie Prinze Jr. Sarah Michelle Gellar Matthew Lillard Linda Cardellini Seth Green,Raja Gosnell,/hxt1WzpSqMMDVtjafAXAnMIb0o9.jpg
1822,Forbidden Kingdom,Thriller Adventure Mystery Fantasy,monster mystic church demon witchcraft,Jason Flemyng Aleksey Chadov Agniya Ditkovskite Yuriy Tsurilo Olga Zaytseva,Oleg Stepchenko,/d7SWh0taIIfWyO2Yuy2wrO6z6p6.jpg
1823,Freddy vs. Jason,Horror,murder marijuana teenager bad dream,Robert Englund Ken Kirzinger Jason Ritter Monica Keena Lochlyn Munro,Ronny Yu,/n9pM8FqsgHs1msjr8HRYOmAlbqq.jpg
1824,The Face of an Angel,Thriller Drama,murder investigation,Kate Beckinsale Cara Delevingne Daniel Br\u00fchl Ava Acres Corrado Invernizzi,Michael Winterbottom,/qBPrU3oA1s3eFvPVmq4vNnkRymU.jpg
1825,Jimmy Neutron: Boy Genius,Action Adventure Animation Comedy Family,showdown gi villain genius alien,Debi Derryberry Megan Cavanagh Mark DeCarlo Jeffrey Garcia Patrick Stewart,John A. Davis,/3dDmkOH8cMhlfwviMw0MNaV4dAw.jpg
1826,Cloverfield,Action Thriller Science Fiction,helicopter monster skyscraper fight camcorder,Lizzy Caplan Jessica Lucas Odette Annable Michael Stahl-David Mike Vogel,Matt Reeves,/6ms6RdNcQUAnjBY26aM85xC2wV0.jpg
1827,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Science Fiction Adventure Action Comedy Family,crime fighter fight mutant turtle ninja,Paige Turco David Warner Michelan Sisti Leif Tilden Kenn Scott,Michael Pressman,/8VGaEXbTOGeWGW7IvzOf1j2rjet.jpg
1828,The Untouchables,Crime Drama History Thriller,white suit al capone tough cop treasury agent untouchable,Kevin Costner Sean Connery Charles Martin Smith Andy Garc\u00eda Robert De Niro,Brian De Palma,/i1oWUGVDNBhGBykcCRBlX326udb.jpg
1829,No Country for Old Men,Crime Drama Thriller,texas drug traffic hitman united states\u2013mexico barrier suspense,Tommy Lee Jones Javier Bardem Josh Brolin Woody Harrelson Kelly Macdonald,Joel Coen,/fCCvn3xsG29TGKJPvZgTRppsDgk.jpg
1830,Ride Along,Action Comedy,police operation police officer brother-in-law brother-in-law relationship duringcreditsstinger black men,Ice Cube Kevin Hart John Leguizamo Bruce McGill Tika Sumpter,Tim Story,/4y5Ek9mjzWuvz8Y5SVbrSwx0X2L.jpg
1831,Bridget Jones's Diary,Comedy Romance Drama,holiday london england england alcohol sex,Ren\u00e9e Zellweger Colin Firth Hugh Grant Gemma Jones Jim Broadbent,Sharon Maguire,/imvV078HyWsa9jgDVLi4APgskrJ.jpg
1832,Chocolat,Comedy Drama Romance,chocolate mayor praline single mother daughter relationship,Juliette Binoche Alfred Molina Johnny Depp Judi Dench Leslie Caron,Lasse Hallstr\u00f6m,/5HZ8tYlmtBfsdTNSAXRYN68Fjk1.jpg
1833,"Legally Blonde 2: Red, White & Blonde",Comedy,washington d.c. boston chambers of a barrister tierversuch lawyer,Reese Witherspoon Sally Field Regina King Jennifer Coolidge James Newman,Charles Herman-Wurmfeld,/cVPnuuh9stB4b2So2kdMfscKiv.jpg
1834,Parental Guidance,Comedy,,Billy Crystal Bette Midler Marisa Tomei Tom Everett Scott Bailee Madison,Andy Fickman,/iEiQlWyV5RMgjJxOvHSHeP0vqfo.jpg
1835,No Strings Attached,Comedy Romance,father son relationship casual meeting student of medicine friends valentine,Natalie Portman Ashton Kutcher Kevin Kline Cary Elwes Greta Gerwig,Ivan Reitman,/kyGNUkb7LAeCk0E5mpxvOrUwusC.jpg
1836,Tombstone,Action Adventure Drama History Western,retirement wyatt earp right and justice historical figure,Kurt Russell Val Kilmer Sam Elliott Bill Paxton Powers Boothe,George P. Cosmatos,/eZdjRtPKPd4XLWy5aUovh4QVL5u.jpg
1837,Romeo Must Die,Action Crime Thriller,martial arts hip-hop oakland asian asian man,Jet Li Aaliyah Isaiah Washington Russell Wong DMX,Andrzej Bartkowiak,/fwP2w0TAwwSxiCk4s6agDGFoKNm.jpg
1838,The Omen,Horror Thriller,monk prophecy ambassador nanny rottweiler,Gregory Peck Lee Remick David Warner Billie Whitelaw Harvey Stephens,Richard Donner,/lOshblIfomMbZClGRZ83lSU8bN7.jpg
1839,Final Destination 3,Horror Mystery,beheading dying and death stroke of fate,Mary Elizabeth Winstead Ryan Merriman Kris Lemche Alexz Johnson Sam Easton,James Wong,/iiKTyL7jTw5FzVBlhLCu9I7M86w.jpg
1840,The Lucky One,Drama Romance,based on novel wife husband relationship photo kennel playing chess,Zac Efron Blythe Danner Taylor Schilling Jay R. Ferguson Riley Thomas Stewart,Scott Hicks,/lpN0wLcKb02zjstCQ8EaUQGwdAE.jpg
1841,Bridge to Terabithia,Adventure Drama Family,brother sister relationship friendship bullying neighbor school,Josh Hutcherson AnnaSophia Robb Robert Patrick Zooey Deschanel Bailee Madison,G\u00e1bor Csup\u00f3,/i7dNjg7FcUEGP45l5irtPw01eTJ.jpg
1842,Finding Neverland,Drama,london england scotland parents kids relationship becoming an adult fantasy,Johnny Depp Kate Winslet Julie Christie Dustin Hoffman Freddie Highmore,Marc Forster,/sBsnLIrB0UdB7gBdmw5iJ9L1ltK.jpg
1843,A Madea Christmas,Comedy Drama,christmas,Tyler Perry Anna Maria Horsford Tika Sumpter Eric Lively Chad Michael Murray,Tyler Perry,/wUMbrgKoHr92zCQeXnkZ3UEqjCs.jpg
1844,The Grey,Action Drama Thriller,alcohol isolation wolf wilderness forest,Liam Neeson Dermot Mulroney Frank Grillo Dallas Roberts Joe Anderson,Joe Carnahan,/c9VuAhIVz51NJnQnkdj8TDwFcTz.jpg
1845,Hide and Seek,Horror Mystery Thriller,house imaginary friend suspense loss of wife,Robert De Niro Dakota Fanning Famke Janssen Elisabeth Shue Amy Irving,John Polson,/rb72Z88jkQgDZaWvPPnXGvTAmYx.jpg
1846,Anchorman: The Legend of Ron Burgundy,Comedy,journalism sexism ladder panda tv show in film,Will Ferrell Christina Applegate Paul Rudd David Koechner Steve Carell,Adam McKay,/6DyYZe5WiUOnQ20EBEZCtUcLxdL.jpg
1847,GoodFellas,Drama Crime,prison based on novel florida 1970s mass murder,Robert De Niro Ray Liotta Joe Pesci Lorraine Bracco Paul Sorvino,Martin Scorsese,/sw7mordbZxgITU877yTpZCud90M.jpg
1848,Agent Cody Banks,Action,spy cia killer robot delinquent teen spy,Frankie Muniz Hilary Duff Angie Harmon Keith David Cynthia Stevenson,Harald Zwart,/rkdVFDVfTMuk8AetzvJ0C4gVE5c.jpg
1849,Nanny McPhee,Fantasy Comedy Family,loss of mother nanny education wizardry children,Emma Thompson Colin Firth Kelly Macdonald Thomas Brodie-Sangster Eliza Bennett,Kirk Jones,/lKwCh1BwBNkKiJJfr5AaGruyyFc.jpg
1850,Scarface,Action Crime Drama Thriller,miami corruption capitalism cuba prohibition,Al Pacino Steven Bauer Michelle Pfeiffer Mary Elizabeth Mastrantonio Robert Loggia,Brian De Palma,/cCvp5Sni75agCtyJkNOMapORUQV.jpg
1851,Nothing to Lose,Action Adventure Comedy,rap music infidelity security camera loss crook,Tim Robbins Martin Lawrence John C. McGinley Kelly Preston Irma P. Hall,Steve Oedekerk,/y7fsDAazaQudZHMrTTegPjWdFT.jpg
1852,The Last Emperor,Drama History,buddhism japan suicide china suicide attempt,John Lone Peter O'Toole Joan Chen Dennis Dun Ryuichi Sakamoto,Bernardo Bertolucci,/qhMgVvZHThQOlw0PrprazaIjINr.jpg
1853,Contraband,Thriller Action Drama Crime,head wound criminal security guard contraband,Mark Wahlberg Kate Beckinsale Ben Foster Giovanni Ribisi J.K. Simmons,Baltasar Korm\u00e1kur,/3se6YngJYOQ8rpbp7ZeNcnSKmmM.jpg
1854,Money Talks,Action Adventure Comedy,prison diamant liberation of prisoners transport of prisoners interview,Chris Tucker Charlie Sheen Heather Locklear Paul Sorvino Elise Neal,Brett Ratner,/xChG4XcuMD2Kkcm3ze8kdpaXkzc.jpg
1855,There Will Be Blood,Drama,brother brother relationship deaf-mute american dream fanatic pipeline,Daniel Day-Lewis Paul Dano Dillon Freasier Ciar\u00e1n Hinds Kevin J. O'Connor,Paul Thomas Anderson,/dmKrdeVAsO9zTc8CHUGQtODY20w.jpg
1856,The Wild Thornberrys Movie,Animation Adventure Family,sister sister relationship safari wildlife baboon chimpanzee,Lacey Chabert Tom Kane Cree Summer Tim Curry Lynn Redgrave,Cathy Malkasian,/hCdNr81D7thKDPGcbcr0zeib3Lr.jpg
1857,Rugrats Go Wild,Animation Family,kids and family,E.G. Daily Nancy Cartwright Kath Soucie Dionne Quan Tim Curry,Norton Virgien,/doPPODsoTbrMXQWvOAIcRYsD3Yg.jpg
1858,Undercover Brother,Action Comedy,usa president double life policy and organisations undercover intelligence,Eddie Griffin Chris Kattan Denise Richards Aunjanue Ellis Chi McBride,Malcolm D. Lee,/6Hp3Sl3ztATho9cPkWrE6f4gGCu.jpg
1859,The Sisterhood of the Traveling Pants,Drama Comedy,holiday female friendship jeans coming of age teenage girl,Amber Tamblyn Alexis Bledel America Ferrera Blake Lively Jenna Boyd,Ken Kwapis,/ttfYAwNN6tVBfniSUwmEcMo7w4X.jpg
1860,Kiss of the Dragon,Action Crime Thriller,paris prostitute drug,Jet Li Bridget Fonda Tch\u00e9ky Karyo Max Ryan Ric Young,Chris Nahon,/ps8mYxTHBSi1QYHXkcHANznP3EN.jpg
1861,The House Bunny,Romance Comedy,virgin nudity college costume yoga,Anna Faris Emma Stone Kat Dennings Katharine McPhee Rumer Willis,Fred Wolf,/18vHzORk7OZNUe8WALrUlKPrhF0.jpg
1862,Beauty Shop,Comedy Romance,,Queen Latifah Alicia Silverstone Andie MacDowell Alfre Woodard Mena Suvari,Bille Woodruff,/wsPmikHeh1dw2KGDknz9r7jnM5v.jpg
1863,Million Dollar Arm,Drama,baseball sport duringcreditsstinger,Jon Hamm Bill Paxton Lake Bell Suraj Sharma Aasif Mandvi,Craig Gillespie,/7I5uDeJfST5EgU3yQHpO3ExyBQk.jpg
1864,The Giver,Drama Science Fiction,dystopia black and white based on young adult novel,Jeff Bridges Meryl Streep Brenton Thwaites Odeya Rush Alexander Skarsg\u00e5rd,Phillip Noyce,/oAK7aYxSVzdqE4Wh86EmW8ZHqdZ.jpg
1865,What a Girl Wants,Comedy,london england england daughter politician teenage girl,Amanda Bynes Colin Firth Kelly Preston Jonathan Pryce Oliver James,Dennie Gordon,/bZwUUgz0pgl1cEjcvpDSsBfYvzK.jpg
1866,Jeepers Creepers 2,Horror Thriller,father son relationship scarecrow peasant farm immortality,Ray Wise Jonathan Breck Garikayi Mutambirwa Eric Nenninger Josh Hammond,Victor Salva,/pxT33mSp70MhA7eYImzDlaQCj2g.jpg
1867,Good Luck Chuck,Comedy Drama Romance,sex aquarium nudity one-night stand bride,Dane Cook Jessica Alba Dan Fogler Ellia English Lonny Ross,Mark Helfrich,/oDdKcMaiv91G8kGJGBO1AsqS9Cb.jpg
1868,Cradle 2 the Grave,Action Crime Drama,robbery diamant intelligence bank robber thief,Jet Li DMX Kelly Hu Anthony Anderson Tom Arnold,Andrzej Bartkowiak,/aE7GmGs9SQGcl1mZ18jBmgil2Ql.jpg
1869,The Hours,Drama,london england suicide gay poetry aids,Nicole Kidman Julianne Moore Meryl Streep Stephen Dillane Miranda Richardson,Stephen Daldry,/paqehq8Kf70LpyOMIwRsKjS1z7A.jpg
1870,She's the Man,Comedy Drama Family Romance,roommate twin sister sport boarding school twin brother,Amanda Bynes Channing Tatum Laura Ramsey Vinnie Jones David Cross,Andy Fickman,/zv5ReudDfxTJyT9fFvRYIYWwfPz.jpg
1871,Mr. Bean's Holiday,Family Comedy,holiday france film director chaos clumsy fellow,Rowan Atkinson Max Baldry Emma de Caunes Willem Dafoe Karel Roden,Steve Bendelack,/pJ1jm5sJbcQC731JYF06rDAkZEZ.jpg
1872,Anacondas: The Hunt for the Blood Orchid,Adventure Action Horror Science Fiction Thriller,snake expedition traitor research orchid,Johnny Messner KaDee Strickland Matthew Marsden Nicholas Gonzalez Eugene Byrd,Dwight H. Little,/2zg3nm55gMUi5lFzCdXMjnYJjS9.jpg
1873,Blood Ties,Thriller Crime Drama,,Clive Owen Billy Crudup Marion Cotillard Mila Kunis Zoe Saldana,Guillaume Canet,/wFWUOdQH9CI0VzQECZK8qgll3M3.jpg
1874,August Rush,Drama,date loss of son love at first sight child labour guitar,Freddie Highmore Keri Russell Jonathan Rhys Meyers Terrence Howard Robin Williams,Kirsten Sheridan,/3hU0tavXwvqydaoV728O6NbNiLP.jpg
1875,Elizabeth,Drama History,duke historical figure treason catholic protestant,Cate Blanchett Geoffrey Rush Christopher Eccleston Joseph Fiennes Richard Attenborough,Shekhar Kapur,/9CD20OPqNoa5swobNO3kmeMGCM2.jpg
1876,Bride of Chucky,Horror Comedy,route 66 puppet evil doll killer doll killer toys,Ed Gale Jennifer Tilly Brad Dourif Katherine Heigl Nick Stabile,Ronny Yu,/9gDzYmuy4Gait4GgeGiKdh68XvF.jpg
1877,Tora! Tora! Tora!,History Action Drama Adventure War,japan world war ii pearl harbor soldier imperial japan,Martin Balsam S\u00f4 Yamamura Joseph Cotten Tatsuya Mihashi E.G. Marshall,Richard Fleischer,/86uCCO0PTDkiMguLqFefd6X89tX.jpg
1878,Spice World,Adventure Fantasy Drama Comedy Music,pop pop culture pop star,Victoria Beckham Melanie Brown Emma Bunton Melanie Chisholm Geri Halliwell,Bob Spiers,/zZEJu3db4Ld4urK5klPvQxkWzaX.jpg
1879,The Sitter,Comedy,babysitter duringcreditsstinger,Sam Rockwell Jonah Hill Max Records Ari Graynor J.B. Smoove,David Gordon Green,/oCWyPKCR142Uwe7yyagAaHtKvCs.jpg
1880,Dance Flick,Action Comedy Music,rap music hip-hop,Shoshana Bush Damon Wayans Jr. Essence Atkins Chris Elliott David Alan Grier,Damien Dante Wayans,/ykw3ZfrphBLt4FqZREtXmCjIMtO.jpg
1881,The Shawshank Redemption,Drama Crime,prison corruption police brutality prison cell delinquent,Tim Robbins Morgan Freeman Bob Gunton Clancy Brown Mark Rolston,Frank Darabont,/iNh3BivHyg5sQRPP1KOkzguEX0H.jpg
1882,Crocodile Dundee in Los Angeles,Adventure Comedy,crocodile traffic jam los angeles stolen painting,Paul Hogan Linda Kozlowski Jere Burns Jonathan Banks Alec Wilson,Simon Wincer,/rz39qQDglxfpadDNVc30zL6EDuz.jpg
1883,Kingpin,Comedy,sport handicap sexual favor star spangled banner bowling team,Woody Harrelson Randy Quaid Vanessa Angel Bill Murray Chris Elliott,Bobby Farrelly,/t8HtbS9tWWUbqI5J7hIYCspgkGI.jpg
1884,The Gambler,Thriller Crime Drama,gambling gun professor beating gambler,Mark Wahlberg John Goodman Brie Larson Michael Kenneth Williams Jessica Lange,Rupert Wyatt,/c2mXh7sRlWRGxpT3N33skYKHm86.jpg
1885,August: Osage County,Comedy Drama,suicide drug addiction funeral dysfunctional family based on play,Meryl Streep Julia Roberts Chris Cooper Ewan McGregor Margo Martindale,John Wells,/6Ks5F73mhfjlKwIFMS9rPnV85yt.jpg
1886,Ice Princess,Drama Comedy Family,sport figure skating teenage girl teen movie teenager,Michelle Trachtenberg Joan Cusack Amy Stewart Hayden Panettiere Kim Cattrall,Tim Fywell,/bLJSwt1RiXzces5aRjH4OTahm5.jpg
1887,A Lot Like Love,Comedy,new york shyness career flight romantic comedy,Ashton Kutcher Amanda Peet Aimee Garcia Taryn Manning Ali Larter,Nigel Cole,/juj8Y2FhqWIYPSCd4dmrSFSvmiy.jpg
1888,Eddie the Eagle,Comedy Drama History,underdog olympic games ski jump biography sport,Taron Egerton Hugh Jackman Christopher Walken Ania Sowinski Mads Sj\u00f8g\u00e5rd Pettersen,Dexter Fletcher,/a8Gsjp2GZ8NVvSg0BmkBDOv7Kz1.jpg
1889,He Got Game,Drama,prison father son relationship homicide begnadigung release from prison,Denzel Washington Ray Allen Milla Jovovich Rosario Dawson Hill Harper,Spike Lee,/kRg9XtUey5hd96kykk0Hq3YOALR.jpg
1890,Don Juan DeMarco,Romance Drama Comedy,sex addiction love mental institution patient psychiatrist,Johnny Depp Marlon Brando Faye Dunaway G\u00e9raldine Pailhas Bob Dishy,Jeremy Leven,/9qkepBLafRQVuMXWgnjqvdefD92.jpg
1891,Dear John,Drama Romance War,based on novel army love u.s. soldier,Amanda Seyfried Channing Tatum Henry Thomas Richard Jenkins Scott Porter,Lasse Hallstr\u00f6m,/9lpGLWrRxpDlqvO5DVjYkJN1Gzz.jpg
1892,The Losers,Action Adventure Crime Mystery Thriller,hospital black ops reference to macgyver sucked into jet engine,Jeffrey Dean Morgan Zoe Saldana Chris Evans Idris Elba Columbus Short,Sylvain White,/rfMpUe6lcIrxhbz8Yqes2oLVW1B.jpg
1893,Don't Be Afraid of the Dark,Fantasy Horror Thriller,monster remake creature bathtub teeth,Katie Holmes Guy Pearce Bailee Madison Alan Dale Jack Thompson,Troy Nixey,/r9YxF7huSolv4dLdBLkEFnDCUU4.jpg
1894,War,Action Thriller Crime,fbi revenge fbi agent,Jet Li Jason Statham John Lone Devon Aoki Luis Guzm\u00e1n,Philip G. Atwell,/n7vA2SiG8YQGOZt2WYzgNdHsfC3.jpg
1895,Punch-Drunk Love,Comedy Drama Romance,shyness brother sister relationship business man,Adam Sandler Emily Watson Philip Seymour Hoffman Luis Guzm\u00e1n Mary Lynn Rajskub,Paul Thomas Anderson,/zJtHWpyuLFHbmB98aSM5AwFhZey.jpg
1896,EuroTrip,Comedy,paris berlin alcohol sex nudity,Scott Mechlowicz Jacob Pitts Michelle Trachtenberg Travis Wester Vinnie Jones,Jeff Schaffer,/mr1Oqt7l32JEtfsd6MEJ17pI400.jpg
1897,Half Past Dead,Crime Action Thriller,resistance undercover alcatraz stolen money,Steven Seagal Morris Chestnut Ja Rule Nia Peeples Claudia Christian,Don Michael Paul,/zW1qfxsc3xEV4GHGGyFiesYuxAj.jpg
1898,Unaccompanied Minors,Comedy Family,holiday,Lewis Black Wilmer Valderrama Tyler James Williams Dyllan Christopher Brett Kelly,Paul Feig,/lIr1IYxjpJnteDjnw9iqTfO4ybQ.jpg
1899,"Bright Lights, Big City",Drama,magazine writer drug fashion show,Michael J. Fox Kiefer Sutherland Phoebe Cates Jason Robards Dianne Wiest,James Bridges,/wzKNsc9CNlBs15BGBPd3WdsjJQq.jpg
1900,The Adventures of Pinocchio,Animation Family Fantasy,italy father son relationship pinocchio love school,Martin Landau Jonathan Taylor Thomas Genevi\u00e8ve Bujold Udo Kier Bebe Neuwirth,Steve Barron,/kd1sUvGxBRnXzrX5krCp3vrtEmD.jpg
1901,The Greatest Game Ever Played,Drama Family,sport,Shia LaBeouf Stephen Dillane Josh Flitter Peter Firth Peyton List,Bill Paxton,/vJb93uS81m8lq6MTOqIUo5Nc1TB.jpg
1902,The Box,Thriller Science Fiction,experiment homicide key sacrifice research,Cameron Diaz James Marsden Frank Langella Michael Zegen James Rebhorn,Richard Kelly,/wUV8jIvjJXcT7DIZjcWS4x6YKnP.jpg
1903,The Ruins,Drama Horror,maya civilization carnivorous plant canc\u00fan ruins,Shawn Ashmore Jonathan Tucker Jena Malone Laura Ramsey Joe Anderson,Carter Smith,/5JVJ1DautDoWLYnuSi0IJnfUHv1.jpg
1904,The Next Best Thing,Comedy,gay parents kids relationship custody battle flush yoga,Madonna Rupert Everett Benjamin Bratt Malcolm Stumpf Josef Sommer,John Schlesinger,/13JLRMl7fJajV8F85SaBErRRQvt.jpg
1905,My Soul to Take,Drama Horror Mystery Thriller,soul serial killer slasher teenager 3d,Max Thieriot John Magaro Denzel Whitaker Zena Grey Nick Lashaway,Wes Craven,/38zLaycGTVCMyyF9x393ds048JF.jpg
1906,The Girl Next Door,Comedy,porn actor pornographic video high school school party blonde,Emile Hirsch Elisha Cuthbert Timothy Olyphant James Remar Chris Marquette,Luke Greenfield,/8RHLvjNnJCrp3dEIQpVqLHxf6UC.jpg
1907,Maximum Risk,Action Adventure Thriller,mistake in person dying and death twin brother russian mafia,Jean-Claude Van Damme Natasha Henstridge Jean-Hugues Anglade Zach Grenier Paul Ben-Victor,Ringo Lam,/8fMs23Oz5vaIRcgGyvhvWWP9U5c.jpg
1908,Stealing Harvard,Action Comedy Drama,robbery fool studies house uncle,Jason Lee Tom Green Leslie Mann Dennis Farina John C. McGinley,Bruce McCulloch,/xjBcaVGVQuXws9tqqhCs1xp7M8m.jpg
1909,Legend,Crime Thriller,biography based on true story gangster twins,Tom Hardy Emily Browning Christopher Eccleston David Thewlis Taron Egerton,Brian Helgeland,/pzGX6RfNxWoRdrYCiccC4WljQiF.jpg
1910,Hot Rod,Action Comedy,stuntman step father swimming pool aftercreditsstinger,Andy Samberg Isla Fisher Bill Hader Sissy Spacek Danny McBride,Akiva Schaffer,/6KQ9CWz76m3pT8K0yE08y72nNwD.jpg
1911,Shark Night,Horror Thriller,shark attack louisiana dirty cop shark aftercreditsstinger,Sara Paxton Chris Carmack Joel David Moore Chris Zylka Dustin Milligan,David R. Ellis,/6crByV9HyFBEymmJS3A4Y1gKz2W.jpg
1912,Angela's Ashes,Drama,emigration irish-american hunger socially deprived family famine,Emily Watson Robert Carlyle Joe Breen Michael Legge Ciaran Owens,Alan Parker,/nMdALaHWzShkvinJCg6CgaJrAZf.jpg
1913,Draft Day,Drama,sport duringcreditsstinger,Kevin Costner Jennifer Garner Tom Welling Sam Elliott Terry Crews,Ivan Reitman,/srYxRedjdG8flhLXRg4bPjbPQOe.jpg
1914,Lifeforce,Fantasy Horror Science Fiction Thriller,space marine vampire flying saucer comet alien,Steve Railsback Peter Firth Frank Finlay Mathilda May Patrick Stewart,Tobe Hooper,/ixQN8RKycaDD9WWD7cIZ7XiRPE3.jpg
1915,The Conspirator,Crime Drama History,president history conspiracy lawyer trial,Evan Rachel Wood James McAvoy Kevin Kline Robin Wright Alexis Bledel,Robert Redford,/i4YjA78Tf60YW5tfBJmW8Q8X1QU.jpg
1916,Lords of Dogtown,Drama,skateboarding success independent film woman director,Emile Hirsch Victor Rasuk Rebecca De Mornay John Robinson Michael Angarano,Catherine Hardwicke,/qdEP39CXUV3LsNjImlihi3kBkie.jpg
